mobile_name,price,rating,reviews,features,link
Amazon Brand- Solimo Mobile Cover for Oppo Reno10 5G / Reno10 Pro 5G | Full Camera Protection | Liquid Silicon Case | Flexible Bumper Case for Oppo Reno10 5G / Reno10 Pro 5G (Dark Blue),₹262,4.6 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Reno10-Silicone_Dark/dp/B0CSCWM7W3/ref=sr_1_62?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.dDgxGMSLX8bkjC_jSi_3goNwf09CzdurceU8mv-I1elJk3_VwQ5BHL4JSwIkNn1XD08mGR-Yecd8Oguuppi1mmJCdqF5wDoKyztJZMQyELkCQZE2_G1mym1kY1gztlAnMAANmGe4ma944lnpUZLkd9mZCXKUlAQkoHwWJFFB3EOfQSV8QXAOFB__4pjS4QekGgLgoihgdsXymn4pkybcPwgPMeVcXVq5-mJhIoLxntU.vy4uWtnACM0m7eTiLNTogMTViWprcLZVCcBtuQ49pEA&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781718&sr=8-62
Amazon Brand-Solimo,₹242,4.0 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Flip-Oppo-Leather_Blue/dp/B09WWY6ZZS/ref=sr_1_63?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.dDgxGMSLX8bkjC_jSi_3goNwf09CzdurceU8mv-I1elJk3_VwQ5BHL4JSwIkNn1XD08mGR-Yecd8Oguuppi1mmJCdqF5wDoKyztJZMQyELkCQZE2_G1mym1kY1gztlAnMAANmGe4ma944lnpUZLkd9mZCXKUlAQkoHwWJFFB3EOfQSV8QXAOFB__4pjS4QekGgLgoihgdsXymn4pkybcPwgPMeVcXVq5-mJhIoLxntU.vy4uWtnACM0m7eTiLNTogMTViWprcLZVCcBtuQ49pEA&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781718&sr=8-63
Amazon Brand - Solimo,₹203,4.5 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Flexible-Transparent/dp/B098PHK3XV/ref=sr_1_64?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.dDgxGMSLX8bkjC_jSi_3goNwf09CzdurceU8mv-I1elJk3_VwQ5BHL4JSwIkNn1XD08mGR-Yecd8Oguuppi1mmJCdqF5wDoKyztJZMQyELkCQZE2_G1mym1kY1gztlAnMAANmGe4ma944lnpUZLkd9mZCXKUlAQkoHwWJFFB3EOfQSV8QXAOFB__4pjS4QekGgLgoihgdsXymn4pkybcPwgPMeVcXVq5-mJhIoLxntU.vy4uWtnACM0m7eTiLNTogMTViWprcLZVCcBtuQ49pEA&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781718&sr=8-64
Samsung,₹24999,4.3 out of 5 stars,NA,NA,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTUxODU0NjczODg3MDI4OjE3NzI3ODE3MzE6c3BfYXRmX25leHQ6MzAwNTQyMTcwMzE4ODMyOjowOjo&url=%2FSamsung-Slimmest-Enhanced-Nightography-Processor%2Fdp%2FB0F43W6V6J%2Fref%3Dsr_1_65_sspa%3Fadgrpid%3D59669252100%26dib%3DeyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY%26dib_tag%3Dse%26ext_vrnc%3Dhi%26hvadid%3D714703501830%26hvdev%3Dc%26hvlocphy%3D9062129%26hvnetw%3Dg%26hvqmt%3De%26hvrand%3D5358111084222879881%26hvtargid%3Dkwd-389585526667%26hydadcr%3D25224_2856613%26keywords%3Damazon%2Boppo%2Bmobiles%26mcid%3Dfff1236c109c399bb3a8ea221d9044df%26qid%3D1772781731%26sr%3D8-65-spons%26aref%3DJzN9y2RFWe%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=JzN9y2RFWe&sp_cr=ZAZ
OnePlus,₹33999,4.4 out of 5 stars,NA,NA,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTUxODU0NjczODg3MDI4OjE3NzI3ODE3MzE6c3BfYXRmX25leHQ6MzAwNjE5NzcxMTUwODMyOjowOjo&url=%2FOnePlus-Snapdragon-Flagship-Powered-Phantom%2Fdp%2FB0FCML66W9%2Fref%3Dsr_1_66_sspa%3Fadgrpid%3D59669252100%26dib%3DeyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY%26dib_tag%3Dse%26ext_vrnc%3Dhi%26hvadid%3D714703501830%26hvdev%3Dc%26hvlocphy%3D9062129%26hvnetw%3Dg%26hvqmt%3De%26hvrand%3D5358111084222879881%26hvtargid%3Dkwd-389585526667%26hydadcr%3D25224_2856613%26keywords%3Damazon%2Boppo%2Bmobiles%26mcid%3Dfff1236c109c399bb3a8ea221d9044df%26qid%3D1772781731%26sr%3D8-66-spons%26aref%3DyCW449p8hO%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=yCW449p8hO&sp_cr=ZAZ
Amazon Brand - Solimo,₹203,4.5 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Flexible-Transparent/dp/B098PHK3XV/ref=sr_1_67?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781731&sr=8-67
Amazon Brand - Solimo,₹199,4.7 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Flip-Leather_CamelBlue/dp/B0CJ56FC1S/ref=sr_1_68?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781731&sr=8-68
Amazon Brand-Solimo,₹199,5.0 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Flip-Oppo-A3s-Leather_Blue/dp/B09WXLBN5K/ref=sr_1_69?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781731&sr=8-69
Amazon Brand-Solimo,₹73,4.5 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Shockproof-inbuilt-Cushioned/dp/B0F32CMRWC/ref=sr_1_70?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781731&sr=8-70
Amazon Brand - Solimo,₹242,3.9 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Flip-Leather_Brown/dp/B0B6GGVMX1/ref=sr_1_71?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781731&sr=8-71
amazon basics,₹182,5.0 out of 5 stars,NA,NA,https://www.amazon.in/amazon-basics-Protection-Premium-Flexible/dp/B0FPCCK1FG/ref=sr_1_72?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781731&sr=8-72
Amazon Brand - Solimo,₹199,3.1 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Designer-Printed/dp/B08L3VF4PL/ref=sr_1_73?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781731&sr=8-73
"Amazon Brand- Solimo Mobile Cover for Oppo Reno8T 5G (Soft & Shockproof Back Case with inbuilt Cushioned Edges), Transparent",₹173,4.5 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Thermoplastic-Polyurethane_Transparent/dp/B0BX6QVWZ8/ref=sr_1_74?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781731&sr=8-74
Redmi,₹8999,4.0 out of 5 stars,NA,NA,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTUxODU0NjczODg3MDI4OjE3NzI3ODE3MzE6c3BfbXRmOjMwMDYyMjc4ODE4ODYzMjo6MDo6&url=%2FRedmi-Pondicherry-Smoothest-Protection-expandable%2Fdp%2FB0F3P4D4R3%2Fref%3Dsr_1_75_sspa%3Fadgrpid%3D59669252100%26dib%3DeyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY%26dib_tag%3Dse%26ext_vrnc%3Dhi%26hvadid%3D714703501830%26hvdev%3Dc%26hvlocphy%3D9062129%26hvnetw%3Dg%26hvqmt%3De%26hvrand%3D5358111084222879881%26hvtargid%3Dkwd-389585526667%26hydadcr%3D25224_2856613%26keywords%3Damazon%2Boppo%2Bmobiles%26mcid%3Dfff1236c109c399bb3a8ea221d9044df%26qid%3D1772781731%26sr%3D8-75-spons%26aref%3D9r6mnArM4O%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=9r6mnArM4O&sp_cr=ZAZ
realme,₹33999,4.3 out of 5 stars,NA,NA,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTUxODU0NjczODg3MDI4OjE3NzI3ODE3MzE6c3BfbXRmOjMwMDY0Mjc1OTA2OTIzMjo6MDo6&url=%2Frealme-Smartphone-HyperGlow-SuperVOOC-Snapdragon%2Fdp%2FB0FJL97NZX%2Fref%3Dsr_1_76_sspa%3Fadgrpid%3D59669252100%26dib%3DeyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY%26dib_tag%3Dse%26ext_vrnc%3Dhi%26hvadid%3D714703501830%26hvdev%3Dc%26hvlocphy%3D9062129%26hvnetw%3Dg%26hvqmt%3De%26hvrand%3D5358111084222879881%26hvtargid%3Dkwd-389585526667%26hydadcr%3D25224_2856613%26keywords%3Damazon%2Boppo%2Bmobiles%26mcid%3Dfff1236c109c399bb3a8ea221d9044df%26qid%3D1772781731%26sr%3D8-76-spons%26aref%3D106Yn4Ce6z%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=106Yn4Ce6z&sp_cr=ZAZ
Amazon Brand - Solimo,₹174,3.7 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Shockproof-Cushioned-Transparent/dp/B098PGFCWZ/ref=sr_1_77?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781731&sr=8-77
Amazon Brand - Solimo,₹299,3.9 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Compatible-Silicon-Protection/dp/B0BXWWFCCB/ref=sr_1_78?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781731&sr=8-78
Amazon Brand - Solimo,₹177,4.6 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Flip-Leather_CamelBlue/dp/B0BX6JFZMP/ref=sr_1_79?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781731&sr=8-79
Amazon Brand - Solimo,₹180,3.9 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Designer-Photography-Printed/dp/B0854CTP1H/ref=sr_1_80?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781731&sr=8-80
Amazon Brand - Solimo,₹173,4.0 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Mobile-Flexible/dp/B08XXS8J31/ref=sr_1_81?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781731&sr=8-81
Amazon Brand - Solimo,₹203,3.0 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Designer-Printed/dp/B098MLPM1P/ref=sr_1_82?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781731&sr=8-82
Amazon Brand - Solimo,₹165,4.2 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Basic-Silicone_Transparent/dp/B0CHMKB86Q/ref=sr_1_83?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781731&sr=8-83
Amazon Brand - Solimo,₹87,3.8 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Compatible-Protection/dp/B0BJKHY77M/ref=sr_1_84?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.auPguZpgQGAnkUz1yuu_RC5mB1HimFdVKAHlaKOci7cZAUOA-zwUg2EwgNgEQN3jM0VQydXj-blE7AUZXAn3PCXlRo-EwnRvjFecWclYFD1C3Y6aB0vIb8EwVXdHOGQ75KeDmejG_pg7GqHMza_7LPGmJ5V886cVR_oJ7SfZXJEKdG9jakSjNjydU8b8sisDBZ2XWKB0v9Oap7pX1UsCGSgeFoU3Yu2WxSH65IMBfto.gpEdwI-s0T3Ru4dJR4GO_4Ct-ILPyVo8T3pwwi7fNuY&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781731&sr=8-84
